Listing_Postion,Title,Brand,MRP,Price,Count_of_Rating,Count_of_reviews,Average_Rating_Score,Product_URL,Image_URL
141,SONY Bravia A80J 139 cm (55 inch) OLED 4K Ultra HD Android TV with Alexa Compatibility,Sony ,249900.0,124990.0,30.0,21.0,4.6,https://www.croma.com/sony-bravia-a80j-139-cm-55-inch-oled-4k-ultra-hd-android-tv-with-alexa-compatibility/p/237752,/sony-bravia-a80j-139-cm-55-inch-oled-4k-ultra-hd-android-tv-with-alexa-compatibility/p/237752
142,Detel 124 cm (49 inch) 4K Ultra HD LED Android TV with Google Assistant (2019 model),DI49SKA ,69999.0,27999.0,,,,https://www.croma.com/detel-124-cm-49-inch-4k-ultra-hd-led-android-tv-with-google-assistant-2019-model-/p/236173,/detel-124-cm-49-inch-4k-ultra-hd-led-android-tv-with-google-assistant-2019-model-/p/236173
143,Detel 140 cm (55 inch) 4K Ultra HD LED Android TV with Google Assistant (2018 model),DI55SKA ,89999.0,29990.0,,,,https://www.croma.com/detel-140-cm-55-inch-4k-ultra-hd-led-android-tv-with-google-assistant-2018-model-/p/236175,/detel-140-cm-55-inch-4k-ultra-hd-led-android-tv-with-google-assistant-2018-model-/p/236175
144,Detel 165.1 cm (65 inch) 4K Ultra HD LED Android TV,Detel ,119999.0,49990.0,,,,https://www.croma.com/detel-165-1-cm-65-inch-4k-ultra-hd-led-android-tv/p/236174,/detel-165-1-cm-65-inch-4k-ultra-hd-led-android-tv/p/236174
145,SAMSUNG Series 7 178 cm (70 inch) 4K Ultra HD LED Tizen TV with Alexa Compatibility,Samsung ,154900.0,105990.0,7.0,6.0,5.0,https://www.croma.com/samsung-series-7-178-cm-70-inch-4k-ultra-hd-led-tizen-tv-with-alexa-compatibility/p/234619,/samsung-series-7-178-cm-70-inch-4k-ultra-hd-led-tizen-tv-with-alexa-compatibility/p/234619
146,SAMSUNG Series 7 163 cm (65 inch) QLED 4K Ultra HD Tizen TV with Alexa Compatibility,Samsung ,234900.0,181490.0,1.0,1.0,5.0,https://www.croma.com/samsung-series-7-163-cm-65-inch-qled-4k-ultra-hd-tizen-tv-with-alexa-compatibility/p/234611,/samsung-series-7-163-cm-65-inch-qled-4k-ultra-hd-tizen-tv-with-alexa-compatibility/p/234611
147,SAMSUNG Series 7 163 cm (65 inch) 4K Ultra HD LED Tizen TV with Alexa Compatibility (2021 model),Samsung ,124900.0,81990.0,8.0,7.0,5.0,https://www.croma.com/samsung-series-7-163-cm-65-inch-4k-ultra-hd-led-tizen-tv-with-alexa-compatibility-2021-model-/p/234603,/samsung-series-7-163-cm-65-inch-4k-ultra-hd-led-tizen-tv-with-alexa-compatibility-2021-model-/p/234603
148,SAMSUNG Series 7 138 cm (55 inch) 4K Ultra HD LED Tizen TV with Alexa Compatibility (2021 model),Samsung ,79400.0,60490.0,85.0,74.0,4.4,https://www.croma.com/samsung-series-7-138-cm-55-inch-4k-ultra-hd-led-tizen-tv-with-alexa-compatibility-2021-model-/p/234601,/samsung-series-7-138-cm-55-inch-4k-ultra-hd-led-tizen-tv-with-alexa-compatibility-2021-model-/p/234601
149,SAMSUNG Series 7 108 cm (43 inch) 4K Ultra HD LED Tizen TV with Alexa Compatibility (2021 model),Samsung ,54900.0,39990.0,108.0,86.0,4.3,https://www.croma.com/samsung-series-7-108-cm-43-inch-4k-ultra-hd-led-tizen-tv-with-alexa-compatibility-2021-model-/p/234367,/samsung-series-7-108-cm-43-inch-4k-ultra-hd-led-tizen-tv-with-alexa-compatibility-2021-model-/p/234367
150,Panasonic Viera 108 cm (43 inch) 4K Ultra HD LED Android TV with Alexa Compatibility (2020 model),Panasonic ,56990.0,32990.0,10.0,3.0,4.4,https://www.croma.com/panasonic-viera-108-cm-43-inch-4k-ultra-hd-led-android-tv-with-alexa-compatibility-2020-model-/p/233299,/panasonic-viera-108-cm-43-inch-4k-ultra-hd-led-android-tv-with-alexa-compatibility-2020-model-/p/233299
151,Hisense A73F 164 cm (65 inch) 4K Ultra HD LED Android TV with Google Assistant (2021 model),Hisense ,82990.0,54990.0,2.0,1.0,5.0,https://www.croma.com/hisense-a73f-164-cm-65-inch-4k-ultra-hd-led-android-tv-with-google-assistant-2021-model-/p/233060,/hisense-a73f-164-cm-65-inch-4k-ultra-hd-led-android-tv-with-google-assistant-2021-model-/p/233060
152,Hisense A71F 139 cm (55 inch) 4K Ultra HD LED Android TV with Google Assistant (2020 model),Hisense ,49990.0,33990.0,10.0,8.0,4.5,https://www.croma.com/hisense-a71f-139-cm-55-inch-4k-ultra-hd-led-android-tv-with-google-assistant-2020-model-/p/233047,/hisense-a71f-139-cm-55-inch-4k-ultra-hd-led-android-tv-with-google-assistant-2020-model-/p/233047
153,Hisense A71F 108 cm (43 inch) 4K Ultra HD LED Android TV with Google Assistant (2020 model),Hisense ,36990.0,23990.0,46.0,35.0,4.7,https://www.croma.com/hisense-a71f-108-cm-43-inch-4k-ultra-hd-led-android-tv-with-google-assistant-2020-model-/p/233045,/hisense-a71f-108-cm-43-inch-4k-ultra-hd-led-android-tv-with-google-assistant-2020-model-/p/233045
154,Haier K6600 Series 108 cm (43 inch) 4K Ultra HD LED Android TV with Google Assistant (2020 model),Haier ,51490.0,33990.0,16.0,10.0,4.3,https://www.croma.com/haier-k6600-series-108-cm-43-inch-4k-ultra-hd-led-android-tv-with-google-assistant-2020-model-/p/232856,/haier-k6600-series-108-cm-43-inch-4k-ultra-hd-led-android-tv-with-google-assistant-2020-model-/p/232856
